customerid,city,zip_code,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,tenure_group,avg_monthly_usage,payment_risk,customer_value_segment,total_services
7161-DFHUF,Shasta,96087,40.617614,-122.512861,Female,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.85,1672.1,No,0,77,6166,4+ Years,23.55070422535211,Medium Risk,Platinum,2
3720-DBRWL,Tehama,96090,40.021787,-122.127576,Male,No,Yes,No,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.85,4307.1,No,0,53,5703,4+ Years,84.45294117647059,Low Risk,Platinum,8
8565-WUXZU,Vina,96092,39.955164,-122.018567,Male,Yes,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),84.8,6141.65,No,0,54,4240,4+ Years,85.30069444444445,Low Risk,Silver,5
4994-OBRSZ,Weed,96094,41.465121,-122.380947,Male,No,No,Yes,14,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),76.1,1054.8,No,0,33,2045,1-2 Years,75.34285714285714,Low Risk,Bronze,7
0562-FGDCR,Whitmore,96096,40.637105,-121.906949,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,74.55,5430.65,No,0,25,4703,4+ Years,75.42569444444445,Medium Risk,Gold,7
2436-QBZFP,Yreka,96097,41.764869,-122.671316,Female,No,Yes,Yes,22,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,39.2,849.9,No,0,25,3288,1-2 Years,38.63181818181818,High Risk,Bronze,3
3420-YJLQT,Alturas,96101,41.468877,-120.54229,Female,No,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,79.55,151.75,No,0,24,5965,0-1 Year,75.875,High Risk,Platinum,4
6040-CGACY,Blairsden Graeagle,96103,39.783747,-120.661032,Female,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.6,299.4,No,0,35,3195,1-2 Years,19.959999999999997,Medium Risk,Bronze,1
6582-PLFUU,Cedarville,96104,41.505916,-120.152505,Male,No,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.55,1086.75,No,0,40,5974,4+ Years,21.308823529411764,Low Risk,Platinum,1
8242-PDSGJ,Chilcoot,96105,39.872961,-120.198876,Male,No,Yes,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),39.15,2692.75,No,0,60,5840,4+ Years,38.46785714285714,Low Risk,Platinum,4
0264-CNITK,Clio,96106,39.745805,-120.580882,Female,No,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.1,1389.6,No,0,23,5043,4+ Years,19.57183098591549,Low Risk,Gold,1
0089-IIQKO,Coleville,96107,38.42528,-119.475741,Female,No,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.95,3767.4,No,0,43,4447,2-4 Years,96.60000000000001,Low Risk,Silver,6
7839-NUIAA,Davis Creek,96108,41.750354,-120.403885,Female,No,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,59.8,3641.5,No,0,53,5381,4+ Years,59.69672131147541,High Risk,Platinum,5
6075-QMNRR,Doyle,96109,40.012675,-120.101857,Female,No,No,No,52,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.75,2535.55,No,0,26,6334,4+ Years,48.760576923076925,Low Risk,Platinum,3
5966-EMAZU,Fort Bidwell,96112,41.932207,-120.135941,Male,No,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,108.5,6880.85,No,0,22,4576,4+ Years,107.51328125,Medium Risk,Gold,8
0440-EKDCF,Herlong,96113,40.198234,-120.18089,Male,No,Yes,No,62,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),60.15,3753.2,No,0,80,4404,4+ Years,60.53548387096774,Low Risk,Silver,5
4774-HHGGS,Janesville,96114,40.294034,-120.512622,Male,No,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.05,637.55,No,0,28,2347,2-4 Years,21.251666666666665,Medium Risk,Bronze,1
2055-BFOCC,Likely,96116,41.266008,-120.490731,Male,Yes,Yes,No,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),84.0,5329.55,No,0,42,5688,4+ Years,84.59603174603176,Low Risk,Platinum,8
8180-AKMJV,Litchfield,96117,40.507272,-120.338228,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.55,44.55,No,0,45,5825,0-1 Year,44.55,Low Risk,Platinum,2
4298-OYIFC,Loyalton,96118,39.637471,-120.226338,Male,No,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.45,1539.8,No,0,53,5640,1-2 Years,102.65333333333334,High Risk,Platinum,7
5566-SOEZD,Madeline,96119,41.042003,-120.506086,Male,No,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),80.65,2209.75,No,0,31,5856,2-4 Years,81.8425925925926,Low Risk,Platinum,4
9842-EFSYY,Markleeville,96120,38.735789,-119.85798,Female,No,No,Yes,4,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,57.2,223.75,No,0,26,2421,0-1 Year,55.9375,Medium Risk,Bronze,6
2272-WUSPA,Milford,96121,40.181279,-120.392967,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,110.75,7751.7,No,0,34,4848,4+ Years,107.6625,High Risk,Gold,8
4584-LBNMK,Portola,96122,39.786755,-120.445626,Male,Yes,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.7,1174.35,No,0,61,5644,2-4 Years,26.096666666666664,Low Risk,Platinum,2
3898-GUYTS,Ravendale,96123,40.845738,-120.322219,Female,Yes,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,97.05,4385.05,No,0,34,4735,2-4 Years,97.44555555555556,High Risk,Gold,7
0930-EHUZA,Calpine,96124,39.672813,-120.456699,Female,No,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,76.35,2606.35,No,0,38,4771,2-4 Years,72.39861111111111,Medium Risk,Gold,7
9975-SKRNR,Sierraville,96126,39.559709,-120.345639,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.9,18.9,No,0,69,4480,0-1 Year,18.9,Medium Risk,Silver,1
3703-KBKZP,Standish,96128,40.346634,-120.386422,Male,Yes,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.45,1261.35,No,0,47,5111,1-2 Years,78.834375,Low Risk,Gold,3
4973-MGTON,Topaz,96133,38.636052,-119.489162,Female,No,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),84.4,5969.3,No,0,21,5619,4+ Years,84.07464788732395,Low Risk,Platinum,8
3682-YEUWS,Tulelake,96134,41.813521,-121.492666,Male,No,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.4,253.9,No,0,54,4458,0-1 Year,25.39,Medium Risk,Silver,2
1223-UNPKS,Wendel,96136,40.345949,-120.081187,Male,No,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,400.0,No,0,24,4328,1-2 Years,20.0,Medium Risk,Silver,1
3446-QDSZF,Homewood,96141,39.117018,-120.212535,Female,No,No,No,4,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),55.5,227.35,No,0,66,2328,0-1 Year,56.8375,Low Risk,Bronze,3
5117-IFGPS,Tahoe City,96145,39.178337,-120.162806,Male,Yes,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.3,2357.75,No,0,67,2217,2-4 Years,81.30172413793103,High Risk,Bronze,4
7379-FNIUJ,Olympic Valley,96146,39.191797,-120.212401,Male,No,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.2,198.5,No,0,23,4855,0-1 Year,99.25,High Risk,Gold,6
1627-AFWVJ,Tahoe Vista,96148,39.24124,-120.054765,Female,No,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.4,554.25,No,0,35,2265,2-4 Years,19.112068965517242,Medium Risk,Bronze,1
4486-EFAEB,Los Angeles,90002,33.949255,-118.246978,Male,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.4,251.65,No,0,54,2486,1-2 Years,19.357692307692307,High Risk,Bronze,1
0060-FUALY,Los Angeles,90003,33.964131,-118.272783,Female,No,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.75,5597.65,No,0,26,5238,4+ Years,94.87542372881356,High Risk,Gold,6
6954-OOYZZ,Los Angeles,90006,34.048013,-118.293953,Male,No,Yes,No,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.35,768.05,No,0,44,2935,1-2 Years,42.669444444444444,Low Risk,Bronze,2
7088-FBAWU,Los Angeles,90007,34.027337,-118.28515,Female,No,Yes,Yes,17,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,74.55,1215.8,No,0,22,4451,1-2 Years,71.51764705882353,Medium Risk,Silver,6
8313-AFGBW,Los Angeles,90008,34.008293,-118.346766,Male,No,Yes,No,47,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,73.6,3522.65,No,0,51,4795,2-4 Years,74.95,High Risk,Gold,6
3097-IDVPU,Los Angeles,90012,34.065875,-118.238728,Male,No,Yes,Yes,19,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),50.1,910.45,No,0,76,5749,1-2 Years,47.91842105263158,Low Risk,Platinum,3
2197-OMWGI,Los Angeles,90014,34.043144,-118.251977,Female,Yes,Yes,Yes,68,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,53.0,3656.25,No,0,31,5583,4+ Years,53.768382352941174,High Risk,Platinum,5
2303-PJYHN,Los Angeles,90015,34.039224,-118.266293,Female,No,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.85,52.0,No,0,80,4107,0-1 Year,26.0,Low Risk,Silver,1
9795-VOWON,Los Angeles,90016,34.028331,-118.354338,Male,No,No,No,7,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),24.35,150.85,No,0,26,4665,0-1 Year,21.55,Low Risk,Gold,1
1237-WIYYZ,Los Angeles,90017,34.052842,-118.264495,Female,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.55,389.25,No,0,28,2386,1-2 Years,21.625,Medium Risk,Bronze,1
1987-AUELQ,Los Angeles,90018,34.028735,-118.317236,Female,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,1873.7,No,0,52,6334,4+ Years,26.390140845070423,Low Risk,Platinum,2
7852-LECYP,Los Angeles,90019,34.049841,-118.33846,Male,Yes,Yes,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),93.8,1261.0,No,0,43,5870,1-2 Years,97.0,Low Risk,Platinum,6
4822-LPTYJ,Los Angeles,90021,34.029043,-118.239504,Male,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),103.75,7346.2,No,0,45,4655,4+ Years,102.03055555555555,Low Risk,Gold,7
8165-CBKXO,Los Angeles,90022,34.02381,-118.156582,Male,No,Yes,Yes,66,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),56.75,3708.4,No,0,46,5748,4+ Years,56.18787878787879,Low Risk,Platinum,5
6527-PZFPV,Los Angeles,90023,34.017697,-118.200577,Male,No,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.8,469.65,No,0,48,4654,1-2 Years,19.568749999999998,Low Risk,Gold,1
9593-CVZKR,Los Angeles,90025,34.046174,-118.446333,Female,No,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.45,1385.85,No,0,52,5577,4+ Years,24.74732142857143,Medium Risk,Platinum,2
8595-SIZNC,Los Angeles,90026,34.078991,-118.263804,Female,Yes,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.6,548.8,No,0,75,2628,1-2 Years,24.94545454545454,Low Risk,Bronze,2
5236-XMZJY,Los Angeles,90031,34.085807,-118.206617,Female,No,No,No,42,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),59.65,2536.55,No,0,80,3048,2-4 Years,60.394047619047626,Low Risk,Bronze,5
4827-DPADN,Los Angeles,90032,34.078821,-118.177576,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.3,6042.7,No,0,61,4505,4+ Years,83.92638888888888,Low Risk,Silver,8
2694-CIUMO,Los Angeles,90033,34.050198,-118.210946,Female,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.55,958.25,No,0,62,3445,0-1 Year,79.85416666666667,Low Risk,Bronze,4
5846-ABOBJ,Los Angeles,90034,34.030578,-118.399613,Male,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1730.65,No,0,72,4766,4+ Years,24.375352112676058,Low Risk,Gold,2
1439-LCGVL,Los Angeles,90035,34.051809,-118.383843,Female,No,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.2,459.6,No,0,39,3656,2-4 Years,17.676923076923078,Medium Risk,Silver,1
0909-SDHNU,Los Angeles,90036,34.070291,-118.349191,Female,No,No,Yes,7,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.8,201.95,No,0,56,4236,0-1 Year,28.849999999999998,Medium Risk,Silver,2
4647-XXZAM,Los Angeles,90037,34.002642,-118.287596,Female,No,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.5,285.2,No,0,51,5450,0-1 Year,47.53333333333333,Medium Risk,Platinum,2
7740-KKCXF,Los Angeles,90039,34.110845,-118.259595,Male,No,Yes,No,51,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.05,1529.45,No,0,21,5045,4+ Years,29.98921568627451,Low Risk,Gold,2
5360-XGYAZ,Los Angeles,90040,33.994524,-118.149953,Male,No,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.65,4664.5,No,0,47,4934,4+ Years,64.78472222222223,Low Risk,Gold,7
3557-HTYWR,Los Angeles,90043,33.988543,-118.334081,Female,No,No,No,47,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,74.05,3496.3,No,0,75,2831,2-4 Years,74.38936170212766,Medium Risk,Bronze,7
8920-NAVAY,Los Angeles,90045,33.954017,-118.402447,Male,Yes,No,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),110.75,7053.35,No,0,43,5166,4+ Years,113.76370967741936,Low Risk,Gold,8
1699-TLDLZ,Los Angeles,90046,34.108455,-118.362081,Female,No,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,301.55,No,0,43,5293,1-2 Years,18.846875,Medium Risk,Gold,1
5600-PDUJF,Los Angeles,90047,33.958149,-118.308441,Male,No,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.5,312.7,No,0,75,5552,0-1 Year,52.11666666666667,Low Risk,Platinum,3
0567-XRHCU,Los Angeles,90049,34.091829,-118.491244,Female,No,Yes,Yes,69,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),43.95,2960.1,No,0,73,4479,4+ Years,42.9,Low Risk,Silver,4
2067-QYTCF,Los Angeles,90057,34.061918,-118.277939,Female,No,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.15,6953.4,No,0,55,5455,4+ Years,108.646875,High Risk,Platinum,8
7407-SUJIZ,Los Angeles,90061,33.92128,-118.274186,Male,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,541.5,No,0,50,2305,2-4 Years,21.66,Medium Risk,Bronze,1
9150-KPBJQ,Los Angeles,90062,34.003553,-118.308933,Female,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,116.85,No,0,27,3945,0-1 Year,19.474999999999998,Low Risk,Silver,1
0052-DCKON,Los Angeles,90063,34.044271,-118.185237,Male,No,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),115.8,7942.15,No,0,42,5845,4+ Years,120.33560606060605,Low Risk,Platinum,9
3654-ARMGP,Los Angeles,90064,34.037251,-118.423573,Female,No,No,No,61,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.65,5321.25,No,0,79,4730,4+ Years,87.23360655737704,Low Risk,Gold,8
9699-UBQFS,Los Angeles,90065,34.108833,-118.229715,Female,Yes,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.5,4156.8,No,0,32,4745,2-4 Years,96.66976744186047,High Risk,Gold,6
9367-TCUYN,Los Angeles,90066,34.002028,-118.430656,Female,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.1,223.6,No,0,32,5179,0-1 Year,18.633333333333333,Medium Risk,Gold,1
1261-FWTTE,Los Angeles,90067,34.057496,-118.413959,Male,Yes,No,No,23,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.65,768.45,No,0,67,2307,1-2 Years,33.410869565217396,Low Risk,Bronze,2
3528-HFRIQ,Los Angeles,90068,34.137411,-118.328915,Male,Yes,Yes,No,71,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),52.3,3765.05,No,0,51,5491,4+ Years,53.02887323943662,Low Risk,Platinum,5
0708-SJDIS,West Hollywood,90069,34.093781,-118.381061,Female,No,No,No,34,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,65.0,2157.5,No,0,55,5567,2-4 Years,63.455882352941174,Medium Risk,Platinum,5
2073-QBVBI,Los Angeles,90077,34.102084,-118.451629,Female,No,Yes,No,41,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,35.45,1391.65,No,0,80,2954,2-4 Years,33.94268292682927,Medium Risk,Bronze,3
6928-ONTRW,Bell,90201,33.970343,-118.171368,Female,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1379.8,No,0,33,5451,4+ Years,19.163888888888888,Low Risk,Platinum,1
3320-VEOYC,Beverly Hills,90210,34.099891,-118.414338,Male,Yes,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,1273.3,No,0,78,3502,1-2 Years,90.95,High Risk,Silver,5
5231-FIQPA,Beverly Hills,90211,34.063947,-118.383001,Female,No,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,810.45,No,0,40,3523,2-4 Years,19.76707317073171,Medium Risk,Silver,1
6617-WLBQC,Beverly Hills,90212,34.062095,-118.401508,Female,No,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),81.85,1810.85,No,0,80,5939,1-2 Years,78.73260869565217,Low Risk,Platinum,4
2599-CIPQE,Compton,90220,33.88151,-118.234451,Male,No,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.3,7782.85,No,0,61,5737,4+ Years,109.61760563380282,Low Risk,Platinum,8
8774-GSBUN,Compton,90222,33.912246,-118.236773,Male,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,1797.1,No,0,46,6011,4+ Years,24.959722222222222,Medium Risk,Platinum,2
7326-RIGQZ,Culver City,90230,33.993991,-118.39704,Male,No,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,377.85,No,0,62,2651,0-1 Year,62.975,High Risk,Bronze,2
1401-FTHFQ,Culver City,90232,34.019323,-118.391902,Male,No,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.0,445.3,No,0,62,2170,1-2 Years,19.360869565217392,Low Risk,Bronze,1
0254-FNMCI,Downey,90241,33.940884,-118.128628,Female,No,No,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.9,7624.2,No,0,37,5234,4+ Years,105.89166666666667,High Risk,Gold,8
1848-LBZHY,Downey,90242,33.921793,-118.140588,Female,No,Yes,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.3,355.1,No,0,42,2547,0-1 Year,50.728571428571435,Low Risk,Bronze,3
8118-TJAFG,Gardena,90247,33.890853,-118.297967,Male,No,Yes,Yes,9,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,906.85,No,0,60,2757,0-1 Year,100.76111111111112,High Risk,Bronze,6
5429-LWCMV,Gardena,90248,33.876482,-118.284077,Female,No,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.15,1057.55,No,0,80,4041,0-1 Year,88.12916666666666,High Risk,Silver,5
7298-IZWLY,Gardena,90249,33.90139,-118.315697,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,19.4,No,0,25,2742,0-1 Year,19.4,Medium Risk,Bronze,1
9758-MFWGD,Hawthorne,90250,33.914775,-118.348083,Female,Yes,Yes,Yes,48,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),29.9,1388.75,No,0,49,2617,2-4 Years,28.932291666666668,Low Risk,Bronze,2
3955-JBZZM,Hermosa Beach,90254,33.86532,-118.396336,Male,No,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.8,1641.3,No,0,80,2317,1-2 Years,82.065,High Risk,Bronze,3
4815-TUMEQ,Lynwood,90262,33.923573,-118.200669,Female,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.3,185.2,No,0,38,4190,0-1 Year,18.52,Medium Risk,Silver,1
9909-IDLEK,Malibu,90265,34.074572,-118.831181,Male,No,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,96.8,1826.7,No,0,26,3222,1-2 Years,91.33500000000001,Medium Risk,Bronze,6
4092-OFQZS,Manhattan Beach,90266,33.889632,-118.39737,Male,No,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,417.5,No,0,40,4147,1-2 Years,20.875,Medium Risk,Silver,1
1561-BWHIN,Maywood,90270,33.988572,-118.186565,Male,No,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,344.5,No,0,27,4464,1-2 Years,18.13157894736842,Medium Risk,Silver,1
9927-DSWDF,Palos Verdes Peninsula,90274,33.788208,-118.404955,Male,No,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.6,2180.55,No,0,68,2429,1-2 Years,99.1159090909091,High Risk,Bronze,7
9500-LTVBP,Rancho Palos Verdes,90275,33.753146,-118.367459,Female,No,No,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),80.05,2835.9,No,0,31,3999,2-4 Years,81.02571428571429,Low Risk,Silver,4
7252-NTGSS,Redondo Beach,90277,33.830453,-118.384565,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.15,45.15,No,0,48,4131,0-1 Year,45.15,Medium Risk,Silver,2
8149-AIQCG,Redondo Beach,90278,33.873395,-118.37019,Male,No,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.15,2730.85,No,0,62,3271,2-4 Years,70.02179487179487,Low Risk,Bronze,3
1360-JYXKQ,South Gate,90280,33.944624,-118.192615,Female,Yes,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,99.1,5437.1,No,0,54,4118,4+ Years,100.68703703703704,High Risk,Silver,6
0899-WZRSD,Marina Del Rey,90292,33.977468,-118.445475,Male,No,No,No,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.35,5794.45,No,0,31,5680,4+ Years,103.47232142857142,Medium Risk,Platinum,7
